customer_id,first_purchase_date,first_purchase_month,second_purchase_date,total_orders,total_customer_revenue,is_repeat_customer,hours_to_second_purchase,days_to_second_purchase,customer_type,second_purchase_interval,second_purchase_interval_order
14934,2010-09-24,2010-09-01,2010-09-24,5,3503.5,true,0,0.0,Repeat customer,0–30 days,1
16140,2010-09-24,2010-09-01,2010-12-03,3,1433.46,true,1682,70.11,Repeat customer,61–90 days,3
16531,2010-09-24,2010-09-01,2010-10-26,11,2298.33,true,772,32.14,Repeat customer,31–60 days,2
16692,2010-09-24,2010-09-01,2010-10-27,4,1914.7,true,791,32.96,Repeat customer,31–60 days,2
17396,2010-09-24,2010-09-01,2010-10-18,14,8409.6,true,573,23.89,Repeat customer,0–30 days,1
17567,2010-09-24,2010-09-01,2010-12-02,9,4838.08,true,1661,69.19,Repeat customer,61–90 days,3
12871,2010-09-26,2010-09-01,2011-05-16,3,744.02,true,5571,232.12,Repeat customer,181+ days,5
13118,2010-09-26,2010-09-01,2010-10-24,9,2415.41,true,671,27.93,Repeat customer,0–30 days,1
13281,2010-09-26,2010-09-01,,1,350.85,false,,,One-time customer,No repeat purchase,0
14094,2010-09-26,2010-09-01,,1,311.77,false,,,One-time customer,No repeat purchase,0
14269,2010-09-26,2010-09-01,,1,295.73,false,,,One-time customer,No repeat purchase,0
14806,2010-09-26,2010-09-01,2011-09-25,2,303.43,true,8736,363.99,Repeat customer,181+ days,5
17062,2010-09-26,2010-09-01,2010-11-07,6,889.75,true,1008,42.0,Repeat customer,31–60 days,2
12348,2010-09-27,2010-09-01,2010-12-16,5,2019.4,true,1925,80.17,Repeat customer,61–90 days,3
12449,2010-09-27,2010-09-01,2010-10-25,6,4835.89,true,675,28.11,Repeat customer,0–30 days,1
13290,2010-09-27,2010-09-01,,1,208.63,false,,,One-time customer,No repeat purchase,0
13687,2010-09-27,2010-09-01,,1,11880.84,false,,,One-time customer,No repeat purchase,0
14328,2010-09-27,2010-09-01,,1,445.05,false,,,One-time customer,No repeat purchase,0
14802,2010-09-27,2010-09-01,2010-09-27,2,1502.98,true,0,0.0,Repeat customer,0–30 days,1
15469,2010-09-27,2010-09-01,2011-08-11,3,874.25,true,7638,318.28,Repeat customer,181+ days,5
15616,2010-09-27,2010-09-01,,1,317.11,false,,,One-time customer,No repeat purchase,0
16211,2010-09-27,2010-09-01,2010-10-14,3,1090.59,true,406,16.91,Repeat customer,0–30 days,1
17280,2010-09-27,2010-09-01,,1,118.86,false,,,One-time customer,No repeat purchase,0
17315,2010-09-27,2010-09-01,2010-11-01,43,9599.58,true,841,35.03,Repeat customer,31–60 days,2
17450,2010-09-27,2010-09-01,2010-09-27,51,244784.25,true,1,0.0,Repeat customer,0–30 days,1
17524,2010-09-27,2010-09-01,2010-09-27,3,539.14,true,0,0.01,Repeat customer,0–30 days,1
17919,2010-09-27,2010-09-01,2011-09-12,2,1840.32,true,8403,350.13,Repeat customer,181+ days,5
12964,2010-09-28,2010-09-01,,1,132.24,false,,,One-time customer,No repeat purchase,0
13073,2010-09-28,2010-09-01,2010-10-24,2,418.08,true,629,26.19,Repeat customer,0–30 days,1
13139,2010-09-28,2010-09-01,2011-03-25,8,8202.98,true,4274,178.11,Repeat customer,91–180 days,4
13386,2010-09-28,2010-09-01,2010-10-21,2,835.46,true,551,22.99,Repeat customer,0–30 days,1
13754,2010-09-28,2010-09-01,2011-01-26,3,447.05,true,2879,119.98,Repeat customer,91–180 days,4
13927,2010-09-28,2010-09-01,2011-09-26,2,708.26,true,8708,362.82,Repeat customer,181+ days,5
13970,2010-09-28,2010-09-01,2010-11-18,2,846.55,true,1226,51.06,Repeat customer,31–60 days,2
14410,2010-09-28,2010-09-01,2010-11-28,11,2631.9,true,1463,60.97,Repeat customer,61–90 days,3
14597,2010-09-28,2010-09-01,2010-11-12,6,2184.63,true,1081,45.07,Repeat customer,31–60 days,2
15347,2010-09-28,2010-09-01,2010-11-04,4,1162,true,891,37.09,Repeat customer,31–60 days,2
15871,2010-09-28,2010-09-01,,1,33.1,false,,,One-time customer,No repeat purchase,0
16198,2010-09-28,2010-09-01,2011-09-25,2,1030.04,true,8689,362.04,Repeat customer,181+ days,5
16237,2010-09-28,2010-09-01,,1,136.65,false,,,One-time customer,No repeat purchase,0
16269,2010-09-28,2010-09-01,,1,717.57,false,,,One-time customer,No repeat purchase,0
16362,2010-09-28,2010-09-01,2011-09-09,6,922.16,true,8309,346.22,Repeat customer,181+ days,5
17007,2010-09-28,2010-09-01,2010-12-17,7,1120.1,true,1920,80.0,Repeat customer,61–90 days,3
12661,2010-09-29,2010-09-01,,1,162,false,,,One-time customer,No repeat purchase,0
12946,2010-09-29,2010-09-01,,1,324.45,false,,,One-time customer,No repeat purchase,0
13105,2010-09-29,2010-09-01,,1,72,false,,,One-time customer,No repeat purchase,0
13257,2010-09-29,2010-09-01,,1,149.75,false,,,One-time customer,No repeat purchase,0
13639,2010-09-29,2010-09-01,2011-09-26,2,1346.27,true,8691,362.15,Repeat customer,181+ days,5
13804,2010-09-29,2010-09-01,2010-09-30,9,3161.12,true,30,1.25,Repeat customer,0–30 days,1
14449,2010-09-29,2010-09-01,2010-10-20,8,2230.96,true,504,21.0,Repeat customer,0–30 days,1
14510,2010-09-29,2010-09-01,2010-09-29,3,979.85,true,0,0.01,Repeat customer,0–30 days,1
14829,2010-09-29,2010-09-01,2010-11-17,7,1455.87,true,1176,48.99,Repeat customer,31–60 days,2
14843,2010-09-29,2010-09-01,,1,211.8,false,,,One-time customer,No repeat purchase,0
14891,2010-09-29,2010-09-01,2010-10-19,4,1106.73,true,480,19.98,Repeat customer,0–30 days,1
16148,2010-09-29,2010-09-01,2011-02-16,2,386.62,true,3364,140.16,Repeat customer,91–180 days,4
16489,2010-09-29,2010-09-01,2010-11-24,2,303.7,true,1343,55.98,Repeat customer,31–60 days,2
16490,2010-09-29,2010-09-01,,1,205.41,false,,,One-time customer,No repeat purchase,0
16783,2010-09-29,2010-09-01,,1,391.95,false,,,One-time customer,No repeat purchase,0
17257,2010-09-29,2010-09-01,2010-09-29,2,189.78,true,0,0.0,Repeat customer,0–30 days,1
12457,2010-09-30,2010-09-01,2011-04-14,8,2995.91,true,4705,196.04,Repeat customer,181+ days,5
12562,2010-09-30,2010-09-01,2010-11-19,9,4966.92,true,1196,49.85,Repeat customer,31–60 days,2
13108,2010-09-30,2010-09-01,2010-12-02,2,748.46,true,1505,62.73,Repeat customer,61–90 days,3
13556,2010-09-30,2010-09-01,2010-10-06,2,200.82,true,151,6.32,Repeat customer,0–30 days,1
13763,2010-09-30,2010-09-01,2010-10-18,3,5217.44,true,428,17.82,Repeat customer,0–30 days,1
13962,2010-09-30,2010-09-01,2011-04-08,3,362.8,true,4561,190.03,Repeat customer,181+ days,5
13966,2010-09-30,2010-09-01,,1,384.26,false,,,One-time customer,No repeat purchase,0
14004,2010-09-30,2010-09-01,2010-09-30,11,6258.45,true,1,0.03,Repeat customer,0–30 days,1
14568,2010-09-30,2010-09-01,,1,919.7,false,,,One-time customer,No repeat purchase,0
14657,2010-09-30,2010-09-01,2010-10-06,6,1450.19,true,140,5.82,Repeat customer,0–30 days,1
14742,2010-09-30,2010-09-01,,1,579.85,false,,,One-time customer,No repeat purchase,0
14800,2010-09-30,2010-09-01,2010-10-17,17,7191.33,true,408,16.99,Repeat customer,0–30 days,1
14953,2010-09-30,2010-09-01,2010-10-17,4,971.32,true,408,17.01,Repeat customer,0–30 days,1
15243,2010-09-30,2010-09-01,2011-09-26,2,927.28,true,8661,360.86,Repeat customer,181+ days,5
15736,2010-09-30,2010-09-01,2010-09-30,2,1767.12,true,0,0.0,Repeat customer,0–30 days,1
15960,2010-09-30,2010-09-01,2010-11-10,4,410.95,true,984,40.97,Repeat customer,31–60 days,2
16044,2010-09-30,2010-09-01,,1,340.84,false,,,One-time customer,No repeat purchase,0
16214,2010-09-30,2010-09-01,2011-03-15,4,2038.25,true,3984,165.98,Repeat customer,91–180 days,4
16368,2010-09-30,2010-09-01,2011-11-11,3,621.44,true,9772,407.15,Repeat customer,181+ days,5
16958,2010-09-30,2010-09-01,,1,778.49,false,,,One-time customer,No repeat purchase,0
12652,2010-10-01,2010-10-01,2011-01-12,2,1017.03,true,2472,102.99,Repeat customer,91–180 days,4
12817,2010-10-01,2010-10-01,2010-11-05,3,690.98,true,840,34.98,Repeat customer,31–60 days,2
13002,2010-10-01,2010-10-01,2010-10-19,3,414.13,true,433,18.02,Repeat customer,0–30 days,1
13198,2010-10-01,2010-10-01,2010-11-17,8,4974.23,true,1129,47.04,Repeat customer,31–60 days,2
14303,2010-10-01,2010-10-01,2010-10-28,2,277.94,true,653,27.21,Repeat customer,0–30 days,1
15190,2010-10-01,2010-10-01,,1,834.44,false,,,One-time customer,No repeat purchase,0
15261,2010-10-01,2010-10-01,2010-10-18,4,1508,true,407,16.95,Repeat customer,0–30 days,1
15276,2010-10-01,2010-10-01,2010-11-10,4,619.8,true,964,40.15,Repeat customer,31–60 days,2
16306,2010-10-01,2010-10-01,2010-12-07,7,1124.72,true,1614,67.24,Repeat customer,61–90 days,3
16606,2010-10-01,2010-10-01,2010-10-31,2,357.66,true,720,30.02,Repeat customer,31–60 days,2
17360,2010-10-01,2010-10-01,2010-11-19,6,1200.51,true,1175,48.99,Repeat customer,31–60 days,2
17521,2010-10-01,2010-10-01,2010-11-10,5,1278.06,true,965,40.19,Repeat customer,31–60 days,2
17533,2010-10-01,2010-10-01,,1,34.8,false,,,One-time customer,No repeat purchase,0
18266,2010-10-01,2010-10-01,,1,251.1,false,,,One-time customer,No repeat purchase,0
13014,2010-10-03,2010-10-01,2011-03-03,11,5381.08,true,3631,151.29,Repeat customer,91–180 days,4
13245,2010-10-03,2010-10-01,2011-10-20,2,989.22,true,9165,381.9,Repeat customer,181+ days,5
13326,2010-10-03,2010-10-01,,1,281.76,false,,,One-time customer,No repeat purchase,0
13380,2010-10-03,2010-10-01,,1,62.4,false,,,One-time customer,No repeat purchase,0
13642,2010-10-03,2010-10-01,2010-10-03,4,472.2,true,0,0.0,Repeat customer,0–30 days,1
13674,2010-10-03,2010-10-01,,1,240.68,false,,,One-time customer,No repeat purchase,0
14008,2010-10-03,2010-10-01,,1,509.04,false,,,One-time customer,No repeat purchase,0
14254,2010-10-03,2010-10-01,,1,601.03,false,,,One-time customer,No repeat purchase,0
14310,2010-10-03,2010-10-01,,1,492.1,false,,,One-time customer,No repeat purchase,0
14392,2010-10-03,2010-10-01,,1,266.4,false,,,One-time customer,No repeat purchase,0
14462,2010-10-03,2010-10-01,2011-01-04,12,2242.81,true,2230,92.94,Repeat customer,91–180 days,4
14579,2010-10-03,2010-10-01,,1,105.56,false,,,One-time customer,No repeat purchase,0
15143,2010-10-03,2010-10-01,2011-04-28,2,563.63,true,4967,206.92,Repeat customer,181+ days,5
15351,2010-10-03,2010-10-01,2010-10-13,10,3430.22,true,243,10.14,Repeat customer,0–30 days,1
15579,2010-10-03,2010-10-01,2010-10-08,5,1250.63,true,123,5.12,Repeat customer,0–30 days,1
15859,2010-10-03,2010-10-01,,1,438.46,false,,,One-time customer,No repeat purchase,0
16312,2010-10-03,2010-10-01,,1,171.15,false,,,One-time customer,No repeat purchase,0
16407,2010-10-03,2010-10-01,2010-10-03,14,2761.65,true,1,0.01,Repeat customer,0–30 days,1
16848,2010-10-03,2010-10-01,2010-11-28,4,1411.62,true,1345,56.07,Repeat customer,31–60 days,2
17022,2010-10-03,2010-10-01,2011-11-08,2,260,true,9631,401.28,Repeat customer,181+ days,5
18270,2010-10-03,2010-10-01,2011-03-18,3,444.55,true,3986,166.08,Repeat customer,91–180 days,4
12486,2010-10-04,2010-10-01,,1,1037.28,false,,,One-time customer,No repeat purchase,0
13035,2010-10-04,2010-10-01,2011-03-24,3,1364.2,true,4098,170.74,Repeat customer,91–180 days,4
13144,2010-10-04,2010-10-01,2011-01-11,2,135.35,true,2373,98.88,Repeat customer,91–180 days,4
13367,2010-10-04,2010-10-01,,1,510.2,false,,,One-time customer,No repeat purchase,0
13441,2010-10-04,2010-10-01,2011-09-09,2,720.9,true,8159,339.96,Repeat customer,181+ days,5
14065,2010-10-04,2010-10-01,2010-10-25,3,891.02,true,506,21.12,Repeat customer,0–30 days,1
14353,2010-10-04,2010-10-01,2010-10-25,3,376.5,true,506,21.09,Repeat customer,0–30 days,1
15159,2010-10-04,2010-10-01,2010-10-21,34,22116.73,true,415,17.29,Repeat customer,0–30 days,1
15346,2010-10-04,2010-10-01,2010-10-10,3,596.12,true,142,5.95,Repeat customer,0–30 days,1
15392,2010-10-04,2010-10-01,2010-11-08,7,2911.62,true,836,34.84,Repeat customer,31–60 days,2
15730,2010-10-04,2010-10-01,2010-11-23,5,1726.58,true,1196,49.85,Repeat customer,31–60 days,2
15778,2010-10-04,2010-10-01,,1,307.95,false,,,One-time customer,No repeat purchase,0
16061,2010-10-04,2010-10-01,,1,89.65,false,,,One-time customer,No repeat purchase,0
16476,2010-10-04,2010-10-01,,1,350.35,false,,,One-time customer,No repeat purchase,0
16817,2010-10-04,2010-10-01,2010-10-20,13,2560.7,true,387,16.14,Repeat customer,0–30 days,1
17375,2010-10-04,2010-10-01,2010-12-13,4,660.55,true,1686,70.25,Repeat customer,61–90 days,3
17621,2010-10-04,2010-10-01,2010-10-18,6,3175.12,true,338,14.08,Repeat customer,0–30 days,1
18017,2010-10-04,2010-10-01,2011-02-02,4,688,true,2902,120.95,Repeat customer,91–180 days,4
18284,2010-10-04,2010-10-01,,1,461.68,false,,,One-time customer,No repeat purchase,0
13177,2010-10-05,2010-10-01,2011-10-06,2,512.2,true,8783,365.97,Repeat customer,181+ days,5
13306,2010-10-05,2010-10-01,,1,53.65,false,,,One-time customer,No repeat purchase,0
13964,2010-10-05,2010-10-01,2010-11-17,2,438.9,true,1033,43.05,Repeat customer,31–60 days,2
14314,2010-10-05,2010-10-01,2011-08-25,2,229.8,true,7778,324.11,Repeat customer,181+ days,5
14350,2010-10-05,2010-10-01,2010-11-24,3,972.03,true,1197,49.84,Repeat customer,31–60 days,2
14470,2010-10-05,2010-10-01,2011-02-25,3,712.04,true,3431,142.97,Repeat customer,91–180 days,4
14663,2010-10-05,2010-10-01,2010-10-05,2,490.6,true,0,0.01,Repeat customer,0–30 days,1
14991,2010-10-05,2010-10-01,,1,314.67,false,,,One-time customer,No repeat purchase,0
15128,2010-10-05,2010-10-01,2011-05-04,5,1783.68,true,5060,210.82,Repeat customer,181+ days,5
15490,2010-10-05,2010-10-01,,1,210.85,false,,,One-time customer,No repeat purchase,0
15782,2010-10-05,2010-10-01,2011-09-11,4,4014.1,true,8183,340.95,Repeat customer,181+ days,5
15857,2010-10-05,2010-10-01,2011-11-21,2,570.48,true,9884,411.82,Repeat customer,181+ days,5
16348,2010-10-05,2010-10-01,2011-04-13,8,1744.42,true,4562,190.08,Repeat customer,181+ days,5
16760,2010-10-05,2010-10-01,,1,228,false,,,One-time customer,No repeat purchase,0
17097,2010-10-05,2010-10-01,2010-12-09,9,1143.36,true,1560,65.03,Repeat customer,61–90 days,3
17657,2010-10-05,2010-10-01,,1,126,false,,,One-time customer,No repeat purchase,0
13022,2010-10-06,2010-10-01,,1,65.3,false,,,One-time customer,No repeat purchase,0
13033,2010-10-06,2010-10-01,2010-12-17,2,220.55,true,1733,72.2,Repeat customer,61–90 days,3
13055,2010-10-06,2010-10-01,2011-05-10,4,2321.11,true,5184,216.03,Repeat customer,181+ days,5
13818,2010-10-06,2010-10-01,,1,61.28,false,,,One-time customer,No repeat purchase,0
14810,2010-10-06,2010-10-01,2010-10-17,13,2354.03,true,262,10.92,Repeat customer,0–30 days,1
15934,2010-10-06,2010-10-01,2010-10-18,2,2190.66,true,286,11.92,Repeat customer,0–30 days,1
15973,2010-10-06,2010-10-01,2010-10-07,3,680.62,true,17,0.73,Repeat customer,0–30 days,1
16149,2010-10-06,2010-10-01,2011-07-20,3,422.22,true,6887,286.96,Repeat customer,181+ days,5
16437,2010-10-06,2010-10-01,2010-11-23,2,301.25,true,1156,48.18,Repeat customer,31–60 days,2
17008,2010-10-06,2010-10-01,,1,81.36,false,,,One-time customer,No repeat purchase,0
17045,2010-10-06,2010-10-01,2010-11-28,5,827.68,true,1271,52.93,Repeat customer,31–60 days,2
17429,2010-10-06,2010-10-01,2010-11-08,5,1357.46,true,793,33.04,Repeat customer,31–60 days,2
12393,2010-10-07,2010-10-01,2010-11-22,6,2399.45,true,1107,46.1,Repeat customer,31–60 days,2
12511,2010-10-07,2010-10-01,,1,3084.02,false,,,One-time customer,No repeat purchase,0
12903,2010-10-07,2010-10-01,,1,833.53,false,,,One-time customer,No repeat purchase,0
13423,2010-10-07,2010-10-01,,1,217.03,false,,,One-time customer,No repeat purchase,0
13569,2010-10-07,2010-10-01,2010-11-23,4,726.54,true,1127,46.99,Repeat customer,31–60 days,2
13776,2010-10-07,2010-10-01,2010-10-07,2,623.98,true,0,0.0,Repeat customer,0–30 days,1
14118,2010-10-07,2010-10-01,,1,458.45,false,,,One-time customer,No repeat purchase,0
14266,2010-10-07,2010-10-01,,1,40.56,false,,,One-time customer,No repeat purchase,0
14339,2010-10-07,2010-10-01,2011-04-11,2,620.27,true,4467,186.09,Repeat customer,181+ days,5
14358,2010-10-07,2010-10-01,2010-11-15,2,400.06,true,934,38.93,Repeat customer,31–60 days,2
14490,2010-10-07,2010-10-01,2010-10-29,2,1273.47,true,532,22.14,Repeat customer,0–30 days,1
15314,2010-10-07,2010-10-01,2010-10-22,3,820.45,true,357,14.86,Repeat customer,0–30 days,1
15931,2010-10-07,2010-10-01,,1,239.9,false,,,One-time customer,No repeat purchase,0
16111,2010-10-07,2010-10-01,,1,549.33,false,,,One-time customer,No repeat purchase,0
16350,2010-10-07,2010-10-01,2010-11-04,9,2253.89,true,670,27.91,Repeat customer,0–30 days,1
16411,2010-10-07,2010-10-01,2010-11-21,4,756.39,true,1078,44.92,Repeat customer,31–60 days,2
16980,2010-10-07,2010-10-01,2011-02-21,3,1422.83,true,3286,136.95,Repeat customer,91–180 days,4
17249,2010-10-07,2010-10-01,,1,68.03,false,,,One-time customer,No repeat purchase,0
17354,2010-10-07,2010-10-01,2010-10-07,4,3133.96,true,0,0.0,Repeat customer,0–30 days,1
17525,2010-10-07,2010-10-01,2010-11-07,3,1161.9,true,746,31.11,Repeat customer,31–60 days,2
12811,2010-10-08,2010-10-01,2010-11-26,5,1033.9,true,1173,48.9,Repeat customer,31–60 days,2
14846,2010-10-08,2010-10-01,,1,437.4,false,,,One-time customer,No repeat purchase,0
14904,2010-10-08,2010-10-01,2010-10-27,4,1630.49,true,459,19.12,Repeat customer,0–30 days,1
15281,2010-10-08,2010-10-01,2010-10-18,16,8543.57,true,242,10.1,Repeat customer,0–30 days,1
15598,2010-10-08,2010-10-01,2011-10-17,2,548.02,true,8983,374.28,Repeat customer,181+ days,5
17196,2010-10-08,2010-10-01,,1,327.75,false,,,One-time customer,No repeat purchase,0
17864,2010-10-08,2010-10-01,2010-11-19,5,876.57,true,1009,42.01,Repeat customer,31–60 days,2
13083,2010-10-10,2010-10-01,2011-09-25,3,395.43,true,8397,349.88,Repeat customer,181+ days,5
13362,2010-10-10,2010-10-01,2010-10-28,7,5394.07,true,426,17.75,Repeat customer,0–30 days,1
14127,2010-10-10,2010-10-01,2010-11-07,6,1900.08,true,672,27.99,Repeat customer,0–30 days,1
14390,2010-10-10,2010-10-01,2010-11-10,13,6150.03,true,742,30.91,Repeat customer,31–60 days,2
14571,2010-10-10,2010-10-01,,1,160,false,,,One-time customer,No repeat purchase,0
15038,2010-10-10,2010-10-01,2010-10-31,9,1146.53,true,502,20.93,Repeat customer,0–30 days,1
15177,2010-10-10,2010-10-01,,1,948.93,false,,,One-time customer,No repeat purchase,0
15277,2010-10-10,2010-10-01,2011-10-24,2,476.34,true,9090,378.75,Repeat customer,181+ days,5
15645,2010-10-10,2010-10-01,2010-10-21,3,1055.17,true,270,11.24,Repeat customer,0–30 days,1
15708,2010-10-10,2010-10-01,2010-11-14,9,3887.15,true,840,34.98,Repeat customer,31–60 days,2
16122,2010-10-10,2010-10-01,2010-11-30,6,895.62,true,1219,50.79,Repeat customer,31–60 days,2
16579,2010-10-10,2010-10-01,,1,295.05,false,,,One-time customer,No repeat purchase,0
17111,2010-10-10,2010-10-01,2011-10-23,2,459.58,true,9072,378.03,Repeat customer,181+ days,5
17152,2010-10-10,2010-10-01,2011-03-21,4,2016.5,true,3892,162.15,Repeat customer,91–180 days,4
12356,2010-10-11,2010-10-01,2010-11-11,6,6371.73,true,749,31.2,Repeat customer,31–60 days,2
12797,2010-10-11,2010-10-01,2010-12-09,2,552.08,true,1414,58.92,Repeat customer,31–60 days,2
13546,2010-10-11,2010-10-01,2010-11-22,5,1086.24,true,1008,42.01,Repeat customer,31–60 days,2
13747,2010-10-11,2010-10-01,2010-12-01,2,169.8,true,1225,51.06,Repeat customer,31–60 days,2
14319,2010-10-11,2010-10-01,,1,494.85,false,,,One-time customer,No repeat purchase,0
14412,2010-10-11,2010-10-01,2011-09-28,3,1426.19,true,8444,351.84,Repeat customer,181+ days,5
14756,2010-10-11,2010-10-01,2010-11-22,3,2653.76,true,1006,41.9,Repeat customer,31–60 days,2
15024,2010-10-11,2010-10-01,2010-10-11,16,3559.39,true,0,0.02,Repeat customer,0–30 days,1
15834,2010-10-11,2010-10-01,2010-11-28,7,3764.39,true,1150,47.92,Repeat customer,31–60 days,2
15948,2010-10-11,2010-10-01,2011-10-27,3,1509.09,true,9140,380.85,Repeat customer,181+ days,5
16527,2010-10-11,2010-10-01,2011-09-19,2,1232.94,true,8235,343.12,Repeat customer,181+ days,5
17004,2010-10-11,2010-10-01,2010-11-12,4,2324.36,true,766,31.9,Repeat customer,31–60 days,2
17264,2010-10-11,2010-10-01,,1,268.28,false,,,One-time customer,No repeat purchase,0
17273,2010-10-11,2010-10-01,,1,141.12,false,,,One-time customer,No repeat purchase,0
12467,2010-10-12,2010-10-01,,1,132.8,false,,,One-time customer,No repeat purchase,0
12553,2010-10-12,2010-10-01,2010-11-19,12,4608.75,true,911,37.95,Repeat customer,31–60 days,2
12629,2010-10-12,2010-10-01,2010-11-19,2,1558.22,true,905,37.69,Repeat customer,31–60 days,2
12655,2010-10-12,2010-10-01,,1,261.35,false,,,One-time customer,No repeat purchase,0
13368,2010-10-12,2010-10-01,2010-10-21,4,1121.5,true,215,8.96,Repeat customer,0–30 days,1
13912,2010-10-12,2010-10-01,,1,124.95,false,,,One-time customer,No repeat purchase,0
13968,2010-10-12,2010-10-01,,1,123.66,false,,,One-time customer,No repeat purchase,0
14240,2010-10-12,2010-10-01,2011-04-28,3,1247.49,true,4751,197.95,Repeat customer,181+ days,5
14263,2010-10-12,2010-10-01,,1,322.93,false,,,One-time customer,No repeat purchase,0
14746,2010-10-12,2010-10-01,2010-10-20,4,593.5,true,193,8.07,Repeat customer,0–30 days,1
14981,2010-10-12,2010-10-01,2011-04-07,2,372.92,true,4250,177.11,Repeat customer,91–180 days,4
15208,2010-10-12,2010-10-01,2010-12-21,6,970.52,true,1681,70.03,Repeat customer,61–90 days,3
16263,2010-10-12,2010-10-01,,1,348.16,false,,,One-time customer,No repeat purchase,0
17094,2010-10-12,2010-10-01,2011-01-21,2,402.2,true,2427,101.1,Repeat customer,91–180 days,4
17104,2010-10-12,2010-10-01,,1,474.03,false,,,One-time customer,No repeat purchase,0
17708,2010-10-12,2010-10-01,2010-11-02,4,884.18,true,500,20.86,Repeat customer,0–30 days,1
17710,2010-10-12,2010-10-01,,1,293.5,false,,,One-time customer,No repeat purchase,0
17944,2010-10-12,2010-10-01,,1,74.99,false,,,One-time customer,No repeat purchase,0
12900,2010-10-13,2010-10-01,,1,340.33,false,,,One-time customer,No repeat purchase,0
13792,2010-10-13,2010-10-01,2011-02-25,3,383.95,true,3243,135.12,Repeat customer,91–180 days,4
13832,2010-10-13,2010-10-01,2011-11-20,2,609.89,true,9673,403.04,Repeat customer,181+ days,5
15134,2010-10-13,2010-10-01,2010-11-23,10,1596.29,true,986,41.09,Repeat customer,31–60 days,2
15242,2010-10-13,2010-10-01,,1,302.04,false,,,One-time customer,No repeat purchase,0
15356,2010-10-13,2010-10-01,2010-11-14,13,3239.57,true,766,31.94,Repeat customer,31–60 days,2
16120,2010-10-13,2010-10-01,2010-10-13,6,2967.51,true,0,0.01,Repeat customer,0–30 days,1
16238,2010-10-13,2010-10-01,,1,63.66,false,,,One-time customer,No repeat purchase,0
16418,2010-10-13,2010-10-01,2010-10-27,5,1028.74,true,336,14.02,Repeat customer,0–30 days,1
16643,2010-10-13,2010-10-01,2011-04-08,2,923.11,true,4247,176.94,Repeat customer,91–180 days,4
16990,2010-10-13,2010-10-01,2011-05-05,2,344,true,4893,203.87,Repeat customer,181+ days,5
17580,2010-10-13,2010-10-01,2010-11-28,5,541.02,true,1101,45.86,Repeat customer,31–60 days,2
17814,2010-10-13,2010-10-01,2010-11-29,2,1609.37,true,1128,47.01,Repeat customer,31–60 days,2
17817,2010-10-13,2010-10-01,2010-10-20,6,788.15,true,170,7.09,Repeat customer,0–30 days,1
18239,2010-10-13,2010-10-01,2010-12-02,6,1712.26,true,1207,50.32,Repeat customer,31–60 days,2
12454,2010-10-14,2010-10-01,2010-10-18,5,16679.78,true,96,3.99,Repeat customer,0–30 days,1
12694,2010-10-14,2010-10-01,2011-06-09,3,1843.35,true,5710,237.92,Repeat customer,181+ days,5
12798,2010-10-14,2010-10-01,2011-06-22,4,8510.93,true,6022,250.91,Repeat customer,181+ days,5
13194,2010-10-14,2010-10-01,2011-07-27,2,472.78,true,6862,285.88,Repeat customer,181+ days,5
13395,2010-10-14,2010-10-01,2010-11-04,3,1180.23,true,505,21.04,Repeat customer,0–30 days,1
13829,2010-10-14,2010-10-01,,1,102,false,,,One-time customer,No repeat purchase,0
14088,2010-10-14,2010-10-01,2010-10-29,16,64036.8,true,350,14.59,Repeat customer,0–30 days,1
14696,2010-10-14,2010-10-01,2010-12-01,8,2473.28,true,1156,48.16,Repeat customer,31–60 days,2
14929,2010-10-14,2010-10-01,2011-11-07,2,836.69,true,9341,389.21,Repeat customer,181+ days,5
14956,2010-10-14,2010-10-01,,1,1325,false,,,One-time customer,No repeat purchase,0
14975,2010-10-14,2010-10-01,2011-10-13,2,472.39,true,8736,364.0,Repeat customer,181+ days,5
15114,2010-10-14,2010-10-01,2010-11-21,12,3400.12,true,912,37.98,Repeat customer,31–60 days,2
15160,2010-10-14,2010-10-01,2010-11-04,4,589.27,true,501,20.87,Repeat customer,0–30 days,1
15304,2010-10-14,2010-10-01,2010-12-06,9,796.4,true,1273,53.05,Repeat customer,31–60 days,2
15626,2010-10-14,2010-10-01,2011-01-14,3,1067.52,true,2201,91.7,Repeat customer,91–180 days,4
15735,2010-10-14,2010-10-01,,1,327.68,false,,,One-time customer,No repeat purchase,0
16935,2010-10-14,2010-10-01,2010-11-15,3,530.86,true,768,32.0,Repeat customer,31–60 days,2
16991,2010-10-14,2010-10-01,,1,1041.21,false,,,One-time customer,No repeat purchase,0
17629,2010-10-14,2010-10-01,2010-11-16,10,2455.52,true,793,33.05,Repeat customer,31–60 days,2
17717,2010-10-14,2010-10-01,,1,376.92,false,,,One-time customer,No repeat purchase,0
17751,2010-10-14,2010-10-01,,1,157.86,false,,,One-time customer,No repeat purchase,0
17796,2010-10-14,2010-10-01,2010-11-21,7,1236.39,true,909,37.88,Repeat customer,31–60 days,2
17823,2010-10-14,2010-10-01,2010-10-14,2,449.25,true,0,0.01,Repeat customer,0–30 days,1
18090,2010-10-14,2010-10-01,,1,321.9,false,,,One-time customer,No repeat purchase,0
12445,2010-10-15,2010-10-01,2011-11-17,2,434.98,true,9558,398.26,Repeat customer,181+ days,5
